file_name,relative_path,size_bytes,sha256
Method 16_Position 9_00025 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00025 LC.hys,81587,30e161a745395764ec521c7b01d509bb429a4b526e79109f7c2db6f6c1863a9d
Method 16_Position 9_00026 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00026 LC.hys,81587,a91d1fac7e7e91af96def3584b3ec8ec776be30abf74b8635084375afd9496ad
Method 16_Position 9_00027 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00027 LC.hys,81587,c857890ec4c4cd0dd0412be1c743b588dc64ffca53eb85ca5e09a0fc1a01f415
Method 16_Position 9_00028 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00028 LC.hys,81587,11558db5e9d96d3159a94d22161cf7dd41610a2d5774fe295411a0d44104785b
Method 16_Position 9_00029 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00029 LC.hys,81587,8d5f56af74c5e2ac133ad3df4102b4a0e5b01fb59e947c922e0a5cf8688d4d80
Method 16_Position 9_00030 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00030 LC.hys,81587,45ea1eff6bb8820b84f64400b52a6ebcf5ee5b9eb3f4d3fc1fd863c96e47350f
Method 16_Position 9_00031 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00031 LC.hys,81587,dc8b683f6f758260de43e146eb967959f514ed228135b04d21aa64c6421a7da6
Method 16_Position 9_00032 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00032 LC.hys,81587,39ab39865210593b380f27f690b5b4b08efeeda99a7724366293c76b6cee84b1
Method 16_Position 9_00033 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00033 LC.hys,81587,7058f765df2b66530513e5db08499afde6000081e9c44a71726e78d660e5d2d0
Method 16_Position 9_00034 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00034 LC.hys,81587,b5ab2cd19ae250e59c0fc21a7a69a94d9c3aeb9fd502c772363a3ad19ef945b3
Method 16_Position 9_00035 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00035 LC.hys,81587,5344227de4e0b99175f0fdb077e7bbe46114f69ac9058fc10d3174611e952b49
Method 16_Position 9_00036 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00036 LC.hys,81587,e7e69dfb48a74b2773497a6f070ee9721b77d477983d419dfa625add944f3722
Method 16_Position 9_00037 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00037 LC.hys,81587,6bade73ac54a5cc819e19b99df05be435bcc7ac2e16d601c9992237e18d88572
Method 16_Position 9_00038 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00038 LC.hys,81587,09f87526a409a05a9993adcccad1481147bc26246f8d0a74d8b856a8b6d3e935
Method 16_Position 9_00039 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00039 LC.hys,81587,5a99fbd8a8a2fb9d7dde220d909ce35ef33762df6211971818d6dc7017d33784
Method 16_Position 9_00040 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00040 LC.hys,81587,e39a81a13abc8656660f95bebf5b802ebb125bd6d7d21cc04da8e104a0099b31
Method 16_Position 9_00041 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00041 LC.hys,81587,59273da39d4c9f14b3b70615d2c772cbeff2ec22eb673ef5503972d930daa617
Method 16_Position 9_00042 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00042 LC.hys,81587,e2fb1e0b5b62a8ac9b1a0b593575725d065fc593a52abbb29eb60a4981b2494b
Method 16_Position 9_00043 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00043 LC.hys,81587,3f1c3db484189572328599d82c0fea0375f96f9f256be91a77c3986ef71cbf68
Method 16_Position 9_00044 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00044 LC.hys,81587,1e0cb1ef6cccfad860cc83ad957c764f5ea169c7de0966b2d068419a88db4783
Method 16_Position 9_00045 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00045 LC.hys,81587,06969d8076cd0ab26d1d09ad551626927dc441b9e56934385c8a84a958edf7d4
Method 16_Position 9_00046 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00046 LC.hys,81587,d1a8da7d4e3d453c83329c128f7089da2e6d86ebbbb61bca896e3ba9576f465c
Method 16_Position 9_00047 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00047 LC.hys,81587,3c24aad3706623297fc2cc11202e74fc702c824940e5b47ea9c8952648c189d0
Method 16_Position 9_00048 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00048 LC.hys,81587,5fea5d91df24ca7bd27a191fcc4227384cc4a8b64b548d3c3d0d207e62020e69
Method 16_Position 9_00049 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00049 LC.hys,81587,b024b58c227e9ea90f4828024443e517579bc78fa57ffc018da5dd9940621f21
Method 16_Position 9_00050 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00050 LC.hys,81587,53377fa656ac7d9cf90b8cc7ce7a87b79255427f3df4b83df851d9db75685e8f
Method 16_Position 9_00051 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00051 LC.hys,81587,052cd8aefca99e4379d08afcb5f1903f155a4dead9fe8163d33832e671c9f154
Method 16_Position 9_00052 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00052 LC.hys,81587,3279360366fadd18109139474a3bb81208c58e9f24ca26b99ee18a01a37ffba2
Method 16_Position 9_00053 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00053 LC.hys,81587,be8dcab6460ff79c2b13efb1c7af84121a98c1e71060b22e943aac3099cfd1ea
Method 16_Position 9_00054 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00054 LC.hys,81587,c28a56eb7a534215056e5d83e5d5abbe6bd5fe2090d7f69135794e4554a74e73
Method 16_Position 9_00055 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00055 LC.hys,81587,034c754882ff4d56ae1131cdbd60655a831ed81722ac16b16ea2fb612c2ed7ae
Method 16_Position 9_00056 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00056 LC.hys,81587,5929c408bd65acbf198044584a865d36a5b5b5aef1a6617f5007dba5b810ccc2
Method 16_Position 9_00057 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00057 LC.hys,81587,b43d49c98080c7b1ab22fdac8511cdfefe73fd68e4caac197c5f1f96edb7f5db
Method 16_Position 9_00058 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00058 LC.hys,81587,7b753589e8590332a46597ef99ac5170fe02ab8b184a918416b6be2dabafdbe9
Method 16_Position 9_00059 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00059 LC.hys,81587,ed0f4809b69883c7728e105c19afa26b3f5385473ac93815c98afd378ae98ed8
Method 16_Position 9_00060 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00060 LC.hys,81587,3859a5490406c8d7bf7e876968d062593ed93bd1f993d8c3ecb5b7a15ed72bfa
Method 16_Position 9_00061 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00061 LC.hys,81587,f81c5330a58853edadaf3eb1904788e9bfd6b19cfd27c266f7e2ae035a500d2f
Method 16_Position 9_00062 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00062 LC.hys,81587,9a8f2701e2e09958459f36d335c36d434ff9a0ce293ed713dffa28d8cd9aca27
Method 16_Position 9_00063 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00063 LC.hys,81587,d7dfed0e8d6da0b7072ee52c49edc3679dd1e5dd3944412975b7480dd7a403e4
Method 16_Position 9_00064 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00064 LC.hys,81587,f02af1b4e57eae9f16f8853cd47772b9ad64a8d7ada8bdcec61c4093b4ad6783
Method 16_Position 9_00065 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00065 LC.hys,81587,4cce7cef25be689cb27811e5837fc353e880f706972acc7c27f90f508cf60ac0
Method 16_Position 9_00066 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00066 LC.hys,81587,4ac2528ba85f7e9a42d923b230dcd23ff293f4ea254d6b2f735e82b2dc087432
Method 16_Position 9_00067 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00067 LC.hys,81587,163038ace6acd034d49572c59e5fa7c723caed70756213e5a3b1409b383c11a8
Method 16_Position 9_00068 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00068 LC.hys,81587,f99687a50fd76d364c16f88507df1554a247a4ec991998646af6cd56b8f84c8c
Method 16_Position 9_00069 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00069 LC.hys,81587,01fd79ea5ea97643a42bc127934e13839ce335f25432262ef0af6fd35d0e789a
Method 16_Position 9_00070 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00070 LC.hys,81587,8917b74e9dd3536d64286ba8c2f1855e9d69bb54c03dba01509fe673d6464f00
Method 16_Position 9_00071 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00071 LC.hys,81587,fbc7bf9522fb382a4b0fd2b66597bea1e9f47379f8df47e7b5f63adb67300676
Method 16_Position 9_00072 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00072 LC.hys,81587,309c89f5099240e0fdd72b0b26929ac3460a8ab674aff86030a4e6a71c44648b
Method 16_Position 9_00073 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00073 LC.hys,81587,6a5fa262bfcbf8413cf28020cceaea848bbf7ad4d6172c64ef6e909bbfc13afc
Method 16_Position 9_00074 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00074 LC.hys,81587,bf97cc38e63072a66da8850b63e5e461c47b0cb7bcc06be070eb0c625ffc9587
Method 16_Position 9_00075 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00075 LC.hys,81587,cfedbfbf6c2d36901e6d06d8053bbc170941e25c26299c506d77dbd895c8663f
Method 16_Position 9_00076 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00076 LC.hys,81587,0fda0f6a1e4f77cdbe4a4ce8473f935b1bb33b155148fcb53dd9fd44ea30a126
Method 16_Position 9_00077 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00077 LC.hys,81587,a4d4345e5482ae322f3487e72a2f6a0031e00f850fa84684a30bf46caca018c4
Method 16_Position 9_00078 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00078 LC.hys,81587,3c3f39299588f99fdbb0eb527d4a7376092e8d741f14ec8774511a7f26287074
Method 16_Position 9_00079 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00079 LC.hys,81587,32d835547634a83059134c32314c143a17f53a67b0382fa2fe1729093ef26a6b
Method 16_Position 9_00080 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00080 LC.hys,81587,08c3bce03784abed06a15db92202bd37908fb70f5d7a132dd6c3e060c5ebd9ba
Method 16_Position 9_00081 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00081 LC.hys,81587,25a155abf68d158490b0f7f03fcf05103075b27429401b74772db490c8a1dd56
Method 16_Position 9_00082 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00082 LC.hys,81587,950d2b1a119a6e593998fc931344e5f569eb5d2f0a4d9a8e833f14f70ccbd655
Method 16_Position 9_00083 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00083 LC.hys,81587,0a7404a2c9b6c56be1eb0d2646530135abb4a832fe98f578bd2d3284dc7848df
Method 16_Position 9_00084 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00084 LC.hys,81587,ee451745fd571adb32032b9e88a1fc71a568a10564340b1a43d18a1add60a281
Method 16_Position 9_00085 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00085 LC.hys,81587,dfb51877f0fb87b9ccd28abee91cd3b6a487796063ecde6d9e6d1d82890ceb7f
Method 16_Position 9_00086 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00086 LC.hys,81587,dd78608c95976daa042a14aba1b8673687dff19e42677e2d4f8ba057dbb0a066
Method 16_Position 9_00087 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00087 LC.hys,81587,8d23b65576f137d964f767761e308ce05e2f2240965658820f6b4f6bccbc25c9
Method 16_Position 9_00088 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00088 LC.hys,81587,159e9bdf14ea7d80ad48a3efa98ca3354c58489d8332da04c54a83141bb5ff51
Method 16_Position 9_00089 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00089 LC.hys,81587,4d168d0fe944f97c341c7de66bcfbaa36bc157ff94f6bd997c47970379a4c569
Method 16_Position 9_00090 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00090 LC.hys,81587,c4f2e746551148d479558bebc7a07a84101a4bec1dcf90b6f9ee7cfbb9583555
Method 16_Position 9_00091 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00091 LC.hys,81587,2fca19a027f0964ac081f21df181500bdd75720378e66dca17894ef68629592f
Method 16_Position 9_00092 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00092 LC.hys,81587,8a721ac8445e807f3ca5304497969edccfc3ad452f6da9bfc884858c8411a0a4
Method 16_Position 9_00093 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00093 LC.hys,81587,c01661da0360d3ff732414714413e7e6964ef86733a0e63a729a57ff6f06041d
Method 16_Position 9_00094 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00094 LC.hys,81587,faa1d893ea35e2263c98ac3c873094ebe7c2ae32c935f692d95347926fac9b13
Method 16_Position 9_00095 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00095 LC.hys,81587,8221521f59b85cf5c9a8d63c234122c4f1004e1635fe673193aeee8cb78fae84
Method 16_Position 9_00096 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00096 LC.hys,81587,3288d350158821315452eb813f12270e3983e3f13afab02c190c87b457581b94
Method 16_Position 9_00097 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00097 LC.hys,81587,171fcec51d914c2942901f002360e4f25e36e3135bf31cecfc5191e3d1adf7b3
Method 16_Position 9_00098 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00098 LC.hys,81587,217a5085a77a4b2ee33cac6d32a9e28c04ef4aa023418b560d1f4d97320052ee
Method 16_Position 9_00099 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00099 LC.hys,81587,788a57794b4c980490fa4668c13313faa2cb1cd9ed9e29637d786eff05e4473b
Method 16_Position 9_00100 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00100 LC.hys,81587,d762535fafaa946961daebb8596eb5b1811642f13811dd6aa2d843b624f33f13
Method 16_Position 9_00101 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00101 LC.hys,81587,f4345adcf3403b7a3a4f690cddfe999070746f40d383974607d8007154ea20d5
Method 16_Position 9_00102 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00102 LC.hys,81587,6e9a2cfc525a44debd36318a2a2f992d4ecb2a8513004e4dfe00b25b47e94128
Method 16_Position 9_00103 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00103 LC.hys,81587,749e190d40453ceed71ccd4634586cc583697661b9ef895b62b83cf3a8af38de
Method 16_Position 9_00104 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00104 LC.hys,81587,4e87a764be9436f6c9db7692d6adcf802df64defed68a85b1ba3521efe613bc2
Method 16_Position 9_00105 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00105 LC.hys,81587,9cad7a1cb14aacbd200b07dc12b4e3602a0f2e75893930316f7bc3e7a80d5842
Method 16_Position 9_00106 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00106 LC.hys,81587,0d4521e58a9d932db728b8057a2b12d21f2d63a32a5f4c6573760c495b781c4b
Method 16_Position 9_00107 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00107 LC.hys,81587,05be6ebaa59fb6703d778e9dccf3cef2f66bf910597ceecedbe1401d41df44e2
Method 16_Position 9_00108 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00108 LC.hys,81587,c3973a0019c69561e943bd858ff03e7c9420f2a48dc9c250479b5012f9760271
Method 16_Position 9_00109 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00109 LC.hys,81587,7ed2ae414bc08b89bee5376e2a48627765b4659bbaa4a9401fdeca9d3f1ee88f
Method 16_Position 9_00110 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00110 LC.hys,81587,84e9c1a83cc850fb2eba1e821a6cdaa08cc97ce90d2005d6434f41a3486e2f55
Method 16_Position 9_00111 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00111 LC.hys,81587,d072dab5239b0a781b8cb8b3e23d182a6ab6410dea4b2ad27990a0b6d59fb2b1
Method 16_Position 9_00112 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00112 LC.hys,81587,a04220d3f21bd3194aff832648b166cc237e2494bf575ac4d3ec44f482bed664
Method 16_Position 9_00113 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00113 LC.hys,81587,e6b535b8deda53a64141bcd9ca8dedade233c9ca91c61ef99fa9eb01618d88df
Method 16_Position 9_00114 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00114 LC.hys,81587,f2a8c7d1cd4bf399c5db849d89f40219e7d6849eb79a77bbf93b915ee2d4ca45
Method 16_Position 9_00115 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00115 LC.hys,81587,df33d71effa983727e2e21c645aa2588dddf168ba69de381d0336207c50677b0
Method 16_Position 9_00116 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00116 LC.hys,81587,ea00a040b33a82d5109a61f2a3e3d29565a9752d2c7a5b127d0df03b4aeffbc6
Method 16_Position 9_00117 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00117 LC.hys,81587,291aff40dd0250bc03dcb5b8d72915e50ae83d3d44b97af37bcf9c31048a2970
Method 16_Position 9_00118 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00118 LC.hys,81587,ba6667c14e360f2736fd28d8f3a7d3a611627fa371234f294545d8c3b640f987
Method 16_Position 9_00119 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00119 LC.hys,81587,fcdb40ac976a7eb3366977ad0687701b22f9717a2449d95f2fe08dc7ba951d47
Method 16_Position 9_00120 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00120 LC.hys,81587,11dbf0adfbd84d32ece2fc3b9c063d7b2d4592a0bc546e75ab9501241d76930c
Method 16_Position 9_00121 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00121 LC.hys,81587,ad2fc04c3d42e31db6425217fae1259df33df0e9e3540c5c8d8222e4bbbc2d46
Method 16_Position 9_00122 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00122 LC.hys,81587,b53049f7a46d7b2c8d139785acd47d0c424200703120235a7315384c779534bb
Method 16_Position 9_00123 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00123 LC.hys,81587,95534b6a7cb9381291f11b4bdfe7be3eda7407b4c3051d7e096abfb1dc1c5373
Method 16_Position 9_00124 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00124 LC.hys,81587,6db0b9e967a3d2e7f4b4d141769639652e8a1df4da77ebc9159536342c50bc93
Method 16_Position 9_00125 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00125 LC.hys,81587,f1309ab97e667af08a3756092e3e5196dfc81074a0df54c827613b34cef58f31
Method 16_Position 9_00126 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00126 LC.hys,81587,ad3fa4d4c5d91e22ace9c02acb95edf71b687bb1bbc944ab755f99bd273b2a96
Method 16_Position 9_00127 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00127 LC.hys,81587,c68e8beb766f9d368609fa4fd4c1e20f26b5ec7a39c8c260479ed503ccf04e3b
Method 16_Position 9_00128 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00128 LC.hys,81587,7e78cdb5e1cc086391f9ebc0a212fc05665a6d985111b10c56657b38356bc35b
Method 16_Position 9_00129 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00129 LC.hys,81587,f4f7a110d5ba2d32e5f8bd1f1912f499efdb8997fd95c6913698aa11aafb675a
Method 16_Position 9_00130 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00130 LC.hys,81587,aa852ca39e8fe6fcfb5adcacc4c00d390567b76e2b63c2dec2622a91e2801cd7
Method 16_Position 9_00131 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00131 LC.hys,81587,986a788e0421bbc905a2714b94f7229c4c26c28dc41dbab077593957e176a895
Method 16_Position 9_00132 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00132 LC.hys,81587,eef292580b108220a73b269d36205b0b2ca60d5ce0ceef8378e88cda83c0d143
Method 16_Position 9_00133 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00133 LC.hys,81587,ba8f4a26464bc8e621ea792665312a621fd74abe3d5502c4e38339d542289a88
Method 16_Position 9_00134 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00134 LC.hys,81587,593fa24727057f9a4f1fb04d771dbd375c9b52a8e9a8cb6452d5c78ddcaffe14
Method 16_Position 9_00135 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00135 LC.hys,81587,77fcee249eeac7a5042e901dcfb325dde66b6e2a76d433c00b2275f66ac64b3f
Method 16_Position 9_00136 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00136 LC.hys,81587,ef30e76a932c84012e8ea222635afc4535cacb8f6c360dead841b9b47454e313
Method 16_Position 9_00137 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00137 LC.hys,81587,eab4e3205389270b8f82081fb4c174eada858e7447c7770cd06909953b26aaa2
Method 16_Position 9_00138 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00138 LC.hys,81587,0a2b370df6116f7a7509d34ac0e9b081a13d5f2695a2318a3e2b70ea562541e6
Method 16_Position 9_00139 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00139 LC.hys,81587,eb8af9a6b405fc85ddfc8eb93f2b7e7a1be5fb685c3d9c8ce83029c3ffe2598a
Method 16_Position 9_00140 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00140 LC.hys,81587,aba404ffc2ef7b347c4399bcc7485bc7ac05a7fb2f232257178c496d1e16771c
Method 16_Position 9_00141 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00141 LC.hys,81587,e2bd83cd1812a9f8036d147c32487b5f173977df432118a69293c8c34242dbf1
Method 16_Position 9_00142 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00142 LC.hys,81587,bbcff5cf1b67b7e13b10c698fd10d473ba9d12b30caab406bf8b6f60c8807b49
Method 16_Position 9_00143 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00143 LC.hys,81587,06af90ee1d515af44313d527d62542cf9ad8655daf1f2243fcd51fdc724a544b
Method 16_Position 9_00144 LC.hys,data/raw/ti980_hys/Method 16_Position 9_00144 LC.hys,81587,1a3bec2161fdd515877b12bf1dc1c8fd846583bc139b7430cbb0eb3740cf8c55
